100,4005,0,6,0.342857
100,3754,0,6,0.47619
80,1856,0,3,2.66667
100,2794,0,6,0.819048
80,1023,1,5,0.3
100,3241,1,5,0.310811
100,4092,1,5,6.51693e-26
100,3754,1,6,0.47619
70,2935,1,6,7.10476
80,309,0,4,1.88571
100,2608,0,3,0.0714286
90,4091,1,6,0.819048
100,3067,1,6,1.27619
100,4074,1,6,0.342857
100,4095,1,6,2.11778e-27
100,2815,1,6,0.419048
100,3839,1,6,0.704762
80,3771,0,6,1.08571
80,1391,0,6,0.419048
70,253,0,4,0.3
100,3237,1,5,0.202703
80,4030,1,6,0.419048
80,3775,1,6,0.47619
100,3787,1,5,1.19767
100,4095,0,6,2.11778e-27
100,4009,1,6,0.419048
100,3989,1,6,0.704762
90,2731,1,6,0.533333
80,2750,1,6,0.47619
100,2800,0,4,0.2
100,4010,1,6,0.419048
70,61,0,3,0.166667
100,2815,1,6,0.419048
100,1023,0,5,6.27647e-19
100,4090,1,6,0.419048
100,4095,1,6,2.11778e-27
100,4000,1,4,0.2
90,2794,1,6,0.419048
80,959,0,5,0.4
100,4074,1,6,0.342857
100,4074,1,6,0.342857
100,4095,1,6,2.11778e-27
100,2747,1,6,0.819048
100,2815,1,6,0.419048
90,2735,1,6,0.704762
100,4091,1,6,0.704762
100,1712,0,4,0.2
100,2735,1,6,0.419048
90,3984,0,4,0.2
100,1707,1,6,0.571429
100,1707,1,6,0.571429
100,4094,1,6,0.47619
100,4074,1,6,0.342857
100,2731,1,6,0.47619
100,1023,0,5,6.27647e-19
100,824,1,3,0.285714
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
60,3068,0,5,2.51704e-20
100,190,0,4,1
80,1215,0,5,0.27027
60,4074,0,6,0.342857
80,2751,0,6,5.59805e-26
100,4095,0,6,2.11778e-27
80,2746,1,6,0.419048
100,4090,1,6,0.419048
90,2789,0,6,1.33333
70,1022,0,5,6.72808e-18
100,62,0,3,0.166667
100,1711,1,6,0.419048
100,4090,1,6,0.419048
100,4092,1,5,6.51693e-26
100,1279,0,5,1.08108
100,4009,1,6,0.419048
80,3692,0,5,1.9
90,2287,1,5,0.202703
90,3984,0,4,0.2
100,810,1,4,0.171429
100,3007,1,6,0.819048
60,27,0,3,0.166667
100,2986,1,6,0.704762
100,2794,1,6,0.819048
100,4095,1,6,2.11778e-27
60,923,0,5,1.6
80,3770,0,6,0.419048
100,1451,1,6,0.419048
90,1023,1,5,0.3
80,4095,0,6,0.342857
100,2699,0,5,0.406977
100,175,0,4,0.2
100,238,0,4,0.8
100,2794,1,6,0.819048
100,4095,1,6,2.11778e-27
100,1455,1,6,0.342857
100,4094,0,6,0.47619
100,4095,1,6,2.11778e-27
100,1455,1,6,0.342857
80,3839,1,6,0.819048
90,4075,1,6,0.47619
100,4074,1,6,0.342857
100,4009,1,6,0.419048
100,4009,1,6,0.419048
100,1727,1,6,0.533333
100,3113,1,4,0.214286
80,2750,1,6,0.47619
80,3770,0,6,0.419048
60,2982,0,6,0.342857
80,3686,1,6,1.67619
100,937,1,5,0.4
100,3753,1,6,0.571429
100,4010,1,6,0.419048
100,4095,1,6,2.11778e-27
100,2990,1,6,1.33333
100,1023,0,5,6.27647e-19
100,4095,1,6,2.11778e-27
60,1708,0,5,0.4
80,4095,1,6,0.342857
100,3733,1,6,0.533333
100,4095,1,6,2.11778e-27
90,2042,0,6,3.10476
60,796,0,3,2.57143
100,4095,1,6,2.11778e-27
100,3754,1,6,0.47619
80,2751,0,6,5.59805e-26
90,912,0,3,0.166667
100,4078,1,6,0.819048
100,4074,1,6,0.342857
60,3068,0,5,2.51704e-20
100,2751,1,6,0.342857
70,3753,0,6,1.09918e-19
100,4095,1,6,2.11778e-27
90,62,0,3,0.166667
100,255,1,4,1.62096e-27
100,3855,1,4,2.15943e-27
100,3071,1,6,0.47619
100,2735,1,6,0.419048
100,4064,0,4,0.300002
100,234,0,4,0.3
80,4094,1,6,0.533333
70,2734,0,6,0.419048
90,2799,0,6,0.342857
100,3749,1,6,0.419048
100,4095,0,6,2.11778e-27
100,4095,1,6,2.11778e-27
100,1471,0,6,0.704762
100,2751,1,6,0.342857
100,4031,1,6,0.819048
100,1451,0,6,0.419048
100,2732,1,5,0.4
100,4095,1,6,2.11778e-27
100,1451,1,6,0.419048
70,1017,0,5,0.3
70,764,0,4,0.3
60,3018,0,5,0.511628
100,3010,0,4,0.928571
70,3753,0,6,1.09918e-19
100,4010,1,6,0.419048
100,2735,1,6,0.419048
90,413,0,5,3.2
100,3071,1,6,0.47619
100,4095,0,6,2.11778e-27
100,4095,0,6,2.11778e-27
100,702,1,5,1.1
80,4010,0,6,0.704762
90,229,0,4,0.2
100,4095,0,6,2.11778e-27
100,4095,0,6,2.11778e-27
70,3774,0,6,0.342857
80,3327,0,5,0.324324
100,751,0,5,0.8
100,1387,1,6,0.533333
60,3019,0,5,0.174419
100,4005,1,6,0.342857
100,914,0,4,1.54286
80,3206,0,4,1.18644
60,3043,0,5,0.324324
80,1387,0,6,0.47619
100,4095,0,6,2.11778e-27
100,4095,1,6,2.11778e-27
100,4094,1,6,0.47619
90,3024,0,4,1
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
60,3940,0,5,1.9
100,4010,1,6,0.419048
100,107,1,4,0.2
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
100,2731,1,6,0.47619
100,4005,1,6,0.342857
100,2991,1,6,1.14286
100,2984,1,5,0.7
100,3881,1,5,0.267442
80,4031,1,6,0.419048
90,4069,0,6,0.419048
100,4015,1,6,1.33333
100,3839,1,6,0.704762
100,3002,1,6,1.27619
100,4010,1,6,0.419048
100,2747,1,6,0.819048
100,4005,1,6,0.342857
100,1455,1,6,0.342857
100,4080,1,4,9.98402e-31
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
100,111,0,4,0.3
80,4026,1,6,0.342857
100,3754,1,6,0.47619
100,43,0,3,0.166667
100,4095,1,6,2.11778e-27
100,3822,1,6,1.37143
100,4010,1,6,0.419048
100,684,0,4,0.3
90,3740,0,5,2.8
70,1022,0,5,6.72808e-18
100,1675,1,5,0.546512
100,4004,1,5,0.3
60,3536,0,4,4.3
100,750,1,5,1.2
100,4030,1,6,1.10476
100,3001,1,6,2.13333
100,1023,1,5,6.27647e-19
100,2731,1,6,0.47619
100,4095,0,6,2.11778e-27
90,3305,0,5,0.472973
80,4026,1,6,0.342857
100,3754,1,6,0.47619
100,4095,1,6,2.11778e-27
100,1547,1,4,0.529412
100,4014,1,6,1.14286
100,2754,1,4,0.75
80,4026,1,6,0.342857
60,761,0,5,3.5
80,4026,1,6,0.342857
90,4095,1,6,0.342857
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
100,1023,1,5,6.27647e-19
100,4095,1,6,2.11778e-27
100,1023,1,5,6.27647e-19
100,3071,1,6,0.47619
100,2746,1,6,0.819048
100,4095,1,6,2.11778e-27
100,3003,0,6,1.37143
100,2020,0,5,3.9
100,1726,0,6,1.67619
100,4073,1,6,0.533333
100,1452,1,5,0.3
100,4095,1,6,2.11778e-27
100,2994,0,5,1.18919
100,2731,1,6,0.47619
100,4031,0,6,0.819048
100,4095,1,6,2.11778e-27
100,3855,1,4,2.15943e-27
60,3051,0,6,0.342857
60,2984,0,5,0.3
90,2603,0,5,0.267442
70,3732,0,5,0.3
100,1928,0,4,1.88571
70,2367,1,5,0.418605
100,4005,1,6,0.342857
100,4095,1,6,2.11778e-27
100,2731,1,6,0.47619
60,3835,0,6,1.90476
100,4095,0,6,2.11778e-27
90,4079,1,6,0.419048
100,3816,1,5,0.8
100,2047,1,6,1.90476
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
100,2815,1,6,0.419048
100,4095,1,6,2.11778e-27
90,4079,0,6,0.419048
90,2020,0,5,2.8
100,4042,0,5,0.174419
100,2746,0,6,0.819048
100,4095,0,6,2.11778e-27
100,2815,0,6,0.419048
90,4053,1,6,0.342857
80,1007,0,5,1.9
100,228,0,3,1.36575e-22
80,4095,0,6,0.342857
100,2747,1,6,0.819048
100,3754,1,6,0.47619
100,4092,1,5,6.51693e-26
100,1451,1,6,0.419048
100,4091,1,6,0.704762
100,2735,0,6,0.419048
100,3753,1,6,0.571429
100,2751,1,6,0.342857
60,4070,0,6,0.419048
100,700,0,4,0.2
100,3754,0,6,0.47619
90,2607,0,5,0.27907
100,1471,0,6,0.704762
100,853,1,5,1.6
100,3071,1,6,0.47619
80,1724,0,5,0.4
100,1023,0,5,6.27647e-19
100,4095,0,6,2.11778e-27
100,3749,0,6,0.419048
80,3770,1,6,0.419048
100,4005,1,6,0.342857
90,4074,0,6,1.55235e-25
80,1726,0,6,1.33333
100,4091,1,6,0.704762
100,3822,1,6,1.37143
100,4010,1,6,0.419048
100,2191,1,4,0.169492
100,4074,1,6,0.342857
100,3007,1,6,0.819048
60,3240,0,4,0.685714
100,4005,1,6,0.342857
80,4030,0,6,0.419048
100,4095,0,6,2.11778e-27
100,3978,1,5,0.360465
100,2731,1,6,0.47619
100,3749,0,6,0.419048
100,1451,0,6,0.419048
100,4091,1,6,0.704762
100,4074,1,6,0.342857
100,4095,0,6,2.11778e-27
100,4095,1,6,2.11778e-27
100,4090,1,6,0.419048
100,4074,1,6,0.342857
80,2751,1,6,5.59805e-26
80,2751,0,6,5.59805e-26
100,4095,1,6,2.11778e-27
100,2735,1,6,0.419048
100,1461,1,6,3.48571
100,4090,1,6,0.419048
100,4095,1,6,2.11778e-27
100,4090,1,6,0.419048
80,703,1,5,3.28996e-18
60,2987,0,6,0.419048
70,1017,0,5,0.3
100,4090,1,6,0.419048
90,4095,1,6,0.342857
90,3733,1,6,0.47619
60,3299,0,4,0.423077
90,2795,0,6,0.419048
100,2747,1,6,0.819048
100,4009,1,6,0.419048
100,2703,1,5,0.174419
100,1451,1,6,0.419048
100,2739,1,5,0.324324
70,1022,0,5,6.72808e-18
60,3068,0,5,2.51704e-20
100,933,1,5,0.3
100,1455,0,6,0.342857
90,3311,0,5,0.418919
100,1167,0,4,0.101695
100,2731,0,6,0.47619
100,4095,0,6,2.11778e-27
70,2478,0,6,0.342857
90,4095,1,6,0.342857
100,2731,0,6,0.47619
100,2742,0,6,1.94286
100,4088,0,5,0.4
100,4090,0,6,0.419048
100,4010,0,6,0.419048
80,2750,1,6,0.47619
80,1391,0,6,0.419048
70,1759,0,6,4.53333
100,255,0,4,1.62096e-27
100,43,0,3,0.166667
100,306,1,3,1.5
100,3071,1,6,0.47619
90,3477,0,6,1.94286
80,4026,0,6,0.342857
100,3839,1,6,0.704762
100,1718,0,6,2.70476
100,2815,1,6,0.419048
100,3003,0,6,1.37143
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
100,4027,0,6,1.27619
100,4095,0,6,2.11778e-27
100,207,1,3,3.82303e-26
80,4095,1,6,0.342857
100,255,0,4,1.62096e-27
80,378,0,5,0.8
100,3968,0,3,0.166667
100,4095,1,6,2.11778e-27
90,238,0,4,0.7
100,4095,1,6,2.11778e-27
90,2794,0,6,0.419048
100,3754,1,6,0.47619
100,255,1,4,1.62096e-27
100,4009,1,6,0.419048
90,4057,0,6,0.819048
80,3651,0,4,1.71429
100,3818,1,6,0.819048
100,3327,1,5,7.15337e-11
100,3736,1,5,1.1
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
70,2495,0,6,0.419048
90,2799,0,6,0.342857
100,2986,0,6,0.704762
80,4026,0,6,0.342857
100,3068,0,5,0.4
100,1707,1,6,0.571429
100,4090,1,6,0.419048
100,4095,1,6,2.11778e-27
100,3754,1,6,0.47619
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
100,3071,1,6,0.47619
100,4095,1,6,2.11778e-27
100,4009,1,6,0.419048
70,3839,0,6,0.419048
80,2751,1,6,5.59805e-26
100,1711,0,6,0.419048
100,4000,1,4,0.2
100,1397,0,6,3.27619
100,3733,0,6,0.533333
100,3003,0,6,1.37143
100,2735,1,6,0.419048
100,2978,1,5,0.702703
100,3775,0,6,1.10476
60,1707,0,6,1.09918e-19
100,3891,1,4,2.78458e-26
100,4027,1,6,1.27619
100,4095,0,6,2.11778e-27
60,347,0,5,0.3
100,4092,1,5,6.51693e-26
100,4094,1,6,0.47619
100,2735,1,6,0.419048
70,3770,0,6,0.819048
100,3327,1,5,7.15337e-11
100,2970,0,6,1.77143
80,1015,0,5,3.5
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
100,4083,1,5,1.14782e-26
60,2711,0,6,1.67619
70,3753,0,6,1.09918e-19
70,3809,0,5,0.797297
60,3051,0,6,0.342857
100,2751,1,6,0.342857
100,4010,1,6,0.419048
90,2928,0,4,4.2
70,3753,0,6,1.09918e-19
60,2303,0,5,0.472973
80,2751,0,6,5.59805e-26
80,2751,0,6,5.59805e-26
80,2751,1,6,5.59805e-26
80,2732,1,5,0.7
80,1390,0,6,0.704762
100,4090,1,6,0.419048
100,4067,0,5,0.756757
100,4095,1,6,2.11778e-27
100,2735,1,6,0.419048
100,4075,1,6,1.10476
100,2794,0,6,0.819048
60,31,0,3,1.5
80,4095,1,6,0.342857
60,4091,0,6,0.419048
100,638,0,5,2.4
100,2731,1,6,0.47619
100,3000,1,5,1.2
100,4010,1,6,0.419048
100,2815,1,6,0.419048
100,3978,1,5,0.360465
100,4095,1,6,2.11778e-27
60,2981,0,6,0.533333
100,1707,0,6,0.571429
90,4079,1,6,0.419048
100,4094,0,6,0.47619
100,4095,0,6,2.11778e-27
100,4074,1,6,0.342857
100,4095,1,6,2.11778e-27
100,3951,0,6,3.48571
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
70,2798,0,6,1.27619
80,2496,0,3,1.5
100,191,0,4,0.3
100,57,0,3,4.38622e-19
100,4095,1,6,2.11778e-27
60,3040,0,4,0.3
100,2815,1,6,0.419048
90,4037,0,5,0.174419
90,2731,1,6,0.533333
100,4094,1,6,0.47619
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
100,4074,1,6,0.342857
100,4074,1,6,0.342857
80,2751,1,6,5.59805e-26
100,4010,1,6,0.419048
100,1423,1,5,0.27907
100,4094,1,6,0.47619
100,3877,1,5,0.27907
100,4095,1,6,2.11778e-27
100,4073,1,6,0.533333
90,4095,1,6,0.342857
80,4095,1,6,0.342857
60,255,0,4,0.3
100,4090,1,6,0.419048
100,3071,1,6,0.47619
100,2687,1,6,1.90476
100,4090,1,6,0.419048
100,3647,1,5,0.651163
60,108,0,3,2.06708e-18
100,249,1,4,0.3
90,2799,1,6,0.342857
100,367,1,5,0.4
80,4026,1,6,0.342857
80,3770,1,6,0.419048
100,4094,1,6,0.47619
100,3498,1,6,1.94286
90,2799,1,6,0.342857
100,4095,1,6,2.11778e-27
90,3055,1,6,0.419048
100,1711,1,6,0.419048
90,2799,1,6,0.342857
100,4080,1,4,9.98402e-31
100,3754,1,6,0.47619
100,4095,1,6,2.11778e-27
80,2751,0,6,5.59805e-26
100,942,1,5,1.1
100,2815,1,6,0.419048
100,3452,0,5,4.4
60,4092,0,5,0.4
100,4010,0,6,0.419048
90,2799,1,6,0.342857
100,3753,1,6,0.571429
100,4095,1,6,2.11778e-27
100,2873,1,5,2.04651
100,2981,1,6,1.10476
90,3903,1,5,0.174419
100,2815,1,6,0.419048
100,2734,1,6,0.704762
100,2815,1,6,0.419048
100,4095,1,6,2.11778e-27
100,3839,1,6,0.704762
100,4091,1,6,0.704762
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
100,4010,1,6,0.419048
90,3055,1,6,0.419048
90,3048,1,5,0.4
80,2747,1,6,0.704762
100,875,0,5,2.7
70,253,0,4,0.3
100,4005,0,6,0.342857
100,4092,0,5,6.51693e-26
100,3071,1,6,0.47619
100,4047,0,5,3.7216e-27
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
100,4027,0,6,1.27619
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
90,2815,1,6,0.704762
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
100,4010,0,6,0.419048
100,4095,1,6,2.11778e-27
100,1437,1,6,3.14286
100,3003,1,6,1.37143
100,683,0,5,0.4
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
100,2879,0,5,0.406977
100,4074,0,6,0.342857
100,4090,1,6,0.419048
100,1711,1,6,0.419048
70,2734,0,6,0.419048
100,2815,1,6,0.419048
100,4047,1,5,3.7216e-27
100,3754,1,6,0.47619
100,4095,1,6,2.11778e-27
90,3050,0,6,0.47619
100,4005,0,6,0.342857
100,1599,0,5,0.511628
60,108,0,3,2.06708e-18
100,2731,0,6,0.47619
80,3750,1,6,1.37143
100,4095,0,6,2.11778e-27
100,4010,1,6,0.419048
100,4092,1,5,6.51693e-26
100,2731,1,6,0.47619
100,853,0,5,1.6
100,3946,1,6,2.13333
100,3754,1,6,0.47619
90,3732,0,5,0.4
80,2733,1,6,1.77143
90,4073,1,6,0.47619
100,29,0,3,2.66667
80,2623,0,5,2.59917e-26
90,218,0,4,0.7
100,2735,1,6,0.419048
100,3834,1,6,1.14286
100,2949,0,5,0.976744
100,3071,1,6,0.47619
100,1451,1,6,0.419048
100,3755,1,6,1.33333
100,1455,1,6,0.342857
100,3996,0,5,2.8
90,3054,0,6,1.08571
60,2984,0,5,0.3
80,703,0,5,3.28996e-18
60,3114,0,4,0.178571
80,496,0,3,1.5
90,1962,0,6,1.77143
100,3903,1,5,7.52623e-28
100,4095,1,6,2.11778e-27
80,2751,0,6,5.59805e-26
100,2747,1,6,0.819048
80,3365,1,5,1.2907
100,2735,1,6,0.419048
100,1727,1,6,0.533333
100,1023,1,5,6.27647e-19
100,4022,1,6,1.90476
100,4094,1,6,0.47619
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
90,4075,0,6,0.47619
100,3668,0,5,0.7
100,4074,0,6,0.342857
100,1451,0,6,0.419048
90,4074,0,6,1.55235e-25
100,4010,1,6,0.419048
100,4095,0,6,2.11778e-27
100,3903,1,5,7.52623e-28
100,4095,0,6,2.11778e-27
100,1707,0,6,0.571429
60,1699,0,5,8.95109e-25
100,1711,1,6,0.419048
90,2731,1,6,0.533333
100,2986,1,6,0.704762
90,3712,0,3,0.166667
100,4095,1,6,2.11778e-27
100,3835,1,6,1.33333
100,4063,0,6,3.27619
100,4095,1,6,2.11778e-27
90,4079,0,6,0.419048
80,127,0,4,0.3
80,3754,1,6,0.533333
80,3770,1,6,0.419048
100,4074,1,6,0.342857
80,4031,1,6,0.419048
90,4075,0,6,0.47619
100,2991,1,6,1.14286
100,4095,1,6,2.11778e-27
100,2746,1,6,0.819048
100,3327,1,5,7.15337e-11
100,4074,1,6,0.342857
100,4088,0,5,0.4
80,3757,1,6,1.67619
100,4089,1,6,1.08571
100,2803,1,5,0.418919
100,3752,1,5,0.4
100,4095,1,6,2.11778e-27
100,3241,1,5,0.310811
70,3758,0,6,0.419048
100,1724,0,5,0.3
100,4005,1,6,0.342857
100,4095,1,6,2.11778e-27
100,4083,0,5,1.14782e-26
100,4095,1,6,2.11778e-27
100,2747,1,6,0.819048
80,4094,1,6,0.533333
100,1455,1,6,0.342857
90,3071,0,6,0.533333
100,4095,1,6,2.11778e-27
100,3007,1,6,0.819048
60,3065,0,6,2.70476
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
100,3327,1,5,7.15337e-11
90,2024,0,5,1.6
100,2108,0,3,0.0384615
100,2731,1,6,0.47619
100,2746,1,6,0.819048
100,254,0,4,0.3
100,2992,0,4,0.8
80,3754,1,6,0.533333
100,1727,0,6,0.533333
90,4095,0,6,0.342857
90,2799,0,6,0.342857
100,4095,1,6,2.11778e-27
100,4008,1,5,0.3
100,4095,1,6,2.11778e-27
90,2794,0,6,0.419048
100,1711,0,6,0.419048
90,4095,1,6,0.342857
100,107,0,4,0.2
80,2751,1,6,5.59805e-26
80,3770,0,6,0.419048
100,4008,1,5,0.3
100,2751,1,6,0.342857
100,4095,1,6,2.11778e-27
100,4090,0,6,0.419048
100,3754,1,6,0.47619
100,2734,0,6,0.704762
100,1391,0,6,0.704762
80,4026,0,6,0.342857
100,4095,0,6,2.11778e-27
100,4095,0,6,2.11778e-27
100,2751,0,6,0.342857
100,3978,1,5,0.360465
100,3744,0,4,0.3
100,3733,1,6,0.533333
100,2735,1,6,0.419048
60,3071,0,6,0.47619
100,831,1,4,9.2245e-28
100,2986,1,6,0.704762
100,2735,1,6,0.419048
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
80,1407,0,6,0.342857
70,3710,0,6,1.90476
100,4009,1,6,0.419048
100,1727,1,6,0.533333
100,3749,1,6,0.419048
100,4095,1,6,2.11778e-27
100,4095,1,6,2.11778e-27
100,3754,1,6,0.47619
100,4064,1,4,0.300002
100,2748,1,5,0.3
100,1728,0,3,3.00975e-19
100,2815,0,6,0.419048
80,1402,0,6,0.819048
80,1343,0,5,0.174419
100,2752,0,3,0.166667
100,4010,1,6,0.419048
100,3903,1,5,7.52623e-28
100,2959,0,5,0.744186
100,4010,0,6,0.419048
100,4095,1,6,2.11778e-27
70,3326,0,5,0.27027
100,4094,0,6,0.47619
100,2391,1,6,3.14286
80,171,0,4,1
60,4074,0,6,0.342857
100,2731,1,6,0.47619
70,2494,0,6,0.704762
90,4069,0,6,0.419048
100,1877,1,6,2.81905
90,4075,0,6,0.47619
90,4069,0,6,0.419048
90,4095,0,6,0.342857
100,4095,1,6,2.11778e-27
100,2920,0,5,1.9
100,2735,1,6,0.419048
100,1018,1,5,0.3
100,2731,1,6,0.47619
100,2798,1,6,1.27619
100,4095,1,6,2.11778e-27
70,366,0,5,0.4
90,4053,0,6,0.342857
100,4095,0,6,2.11778e-27
100,3749,1,6,0.419048
100,2498,0,4,1.92857
100,3912,0,4,1.88571
100,4089,0,6,1.08571
80,4035,1,4,0.107143
100,3754,1,6,0.47619
100,2751,1,6,0.342857
100,2815,1,6,0.419048
100,3754,1,6,0.47619
100,4010,1,6,0.419048
100,4009,0,6,0.419048
